lat_nano	lon_nano	level	cell_id_hex
-90000000000	-180000000000	30	0xb000000000000001
-90000000000	-170000000000	30	0xb000000000000001
-90000000000	-160000000000	30	0xb000000000000001
-90000000000	-150000000000	30	0xb000000000000001
-90000000000	-140000000000	30	0xb000000000000001
-90000000000	-130000000000	30	0xb000000000000001
-90000000000	-120000000000	30	0xb000000000000001
-90000000000	-110000000000	30	0xb000000000000001
-90000000000	-100000000000	30	0xb000000000000001
-90000000000	-90000000000	30	0xb000000000000001
-90000000000	-80000000000	30	0xb000000000000001
-90000000000	-70000000000	30	0xb000000000000001
-90000000000	-60000000000	30	0xb000000000000001
-90000000000	-50000000000	30	0xb000000000000001
-90000000000	-40000000000	30	0xb000000000000001
-90000000000	-30000000000	30	0xb000000000000001
-90000000000	-20000000000	30	0xb000000000000001
-90000000000	-10000000000	30	0xb000000000000001
-90000000000	0	30	0xb000000000000001
-90000000000	10000000000	30	0xb000000000000001
-90000000000	20000000000	30	0xb000000000000001
-90000000000	30000000000	30	0xb000000000000001
-90000000000	40000000000	30	0xb000000000000001
-90000000000	50000000000	30	0xb000000000000001
-90000000000	60000000000	30	0xb000000000000001
-90000000000	70000000000	30	0xb000000000000001
-90000000000	80000000000	30	0xb000000000000001
-90000000000	90000000000	30	0xb000000000000001
-90000000000	100000000000	30	0xb000000000000001
-90000000000	110000000000	30	0xb000000000000001
-90000000000	120000000000	30	0xb000000000000001
-90000000000	130000000000	30	0xb000000000000001
-90000000000	140000000000	30	0xb000000000000001
-90000000000	150000000000	30	0xb000000000000001
-90000000000	160000000000	30	0xb000000000000001
-90000000000	170000000000	30	0xb000000000000001
-90000000000	180000000000	30	0xb000000000000001
-80000000000	-180000000000	30	0xaf8078a829fd601d
-80000000000	-170000000000	30	0xa57903d6025b444f
-80000000000	-160000000000	30	0xa576b85713188841
-80000000000	-150000000000	30	0xa57332eab285a0d1
-80000000000	-140000000000	30	0xa511f936ab29e017
-80000000000	-130000000000	30	0xa510ac73fe2cb547
-80000000000	-120000000000	30	0xa52277bfe2d0f5d1
-80000000000	-110000000000	30	0xa526bd06470cd841
-80000000000	-100000000000	30	0xa52906d3531a110f
-80000000000	-90000000000	30	0xbad52cad2cad354d
-80000000000	-80000000000	30	0xbad6f92cace5eef1
-80000000000	-70000000000	30	0xbad942f9b8f327bf
-80000000000	-60000000000	30	0xbadd88401d2f0a2f
-80000000000	-50000000000	30	0xbaef538c01d34ab9
-80000000000	-40000000000	30	0xbaee06c954d61fe9
-80000000000	-30000000000	30	0xba8ccd154d7a5f2f
-80000000000	-20000000000	30	0xba8947a8ece777bf
-80000000000	-10000000000	30	0xba86fc29fda4bbb1
-80000000000	0	30	0xb07f8757d6029fe3
-80000000000	10000000000	30	0xb07c5387564f445b
-80000000000	20000000000	30	0xb063ed031649cd15
-80000000000	30000000000	30	0xb06762eaa7d1b485
-80000000000	40000000000	30	0xb044a966aa7df543
-80000000000	50000000000	30	0xb045fc23ff78a013
-80000000000	60000000000	30	0xb03627bff784e185
-80000000000	70000000000	30	0xb033e852425d9d15
-80000000000	80000000000	30	0xb02c5682070e111b
-80000000000	90000000000	30	0xb02a82078757dff7
-80000000000	100000000000	30	0xafd3a97df8f1eee5
-80000000000	110000000000	30	0xafcc17adbda262eb
-80000000000	120000000000	30	0xafc9d840087b1e7b
-80000000000	130000000000	30	0xafba03dc00875fed
-80000000000	140000000000	30	0xafbb569955820abd
-80000000000	150000000000	30	0xaf989d15582e4b7b
-80000000000	160000000000	30	0xaf9c12fce9b632eb
-80000000000	170000000000	30	0xaf83ac78a9b0bba5
-80000000000	180000000000	30	0xaf8078a829fd601d
-70000000000	-180000000000	30	0xaf57df7fd5f5ff89
-70000000000	-170000000000	30	0xa5e5fafb861cc347
-70000000000	-160000000000	30	0xa5c501e0fdcbe527
-70000000000	-150000000000	30	0xa5cb3cdb11b50455
-70000000000	-140000000000	30	0xa448ed4e86be5505
-70000000000	-130000000000	30	0xa45ce81b83eb0051
-70000000000	-120000000000	30	0xa48a688e44e05101
-70000000000	-110000000000	30	0xa49055f4f8dea577
-70000000000	-100000000000	30	0xa4a4afaed2089213
-70000000000	-90000000000	30	0xbb52cb2ad4b4aacd
-70000000000	-80000000000	30	0xbb5b50512df76ded
-70000000000	-70000000000	30	0xbb6faa0b07215a89
-70000000000	-60000000000	30	0xbb759771bb1faeff
-70000000000	-50000000000	30	0xbba317e47c14ffaf
-70000000000	-40000000000	30	0xbbb712b17941aafb
-70000000000	-30000000000	30	0xba34c324ee4afbab
-70000000000	-20000000000	30	0xba3afe1f02341ad9
-70000000000	-10000000000	30	0xba1a050479e33cb9
-70000000000	0	30	0xb0a820802a0a0077
-70000000000	10000000000	30	0xb0b0afae834d9743
-70000000000	20000000000	30	0xb0c500a1a99eb033
-70000000000	30000000000	30	0xb0df6d9a45a05101
-70000000000	40000000000	30	0xb119b80ed6bf0051
-70000000000	50000000000	30	0xb10dbd5bd3ea5505
-70000000000	60000000000	30	0xb19e39cf10f50455
-70000000000	70000000000	30	0xb19054b5ac8bf063
-70000000000	80000000000	30	0xb1f1fafbd759c617
-70000000000	90000000000	30	0xb1fd61d57e1e0027
-70000000000	100000000000	30	0xae0e050428a639e9
-70000000000	110000000000	30	0xae6fab4a53740f9d
-70000000000	120000000000	30	0xae61c630ef0afbab
-70000000000	130000000000	30	0xaef242a42c15aafb
-70000000000	140000000000	30	0xaee647f12940ffaf
-70000000000	150000000000	30	0xaf209265ba5faeff
-70000000000	160000000000	30	0xaf3aff5e56614fcd
-70000000000	170000000000	30	0xaf4f50517cb268bd
-70000000000	180000000000	30	0xaf57df7fd5f5ff89
-60000000000	-180000000000	30	0xa89e029fd558aa81
-60000000000	-170000000000	30	0xa640e2a150a6d7f9
-60000000000	-160000000000	30	0xa68adaa9281d5825
-60000000000	-150000000000	30	0xa69648fcf5d8d6e3
-60000000000	-140000000000	30	0xa6a92734aaf5491f
-60000000000	-130000000000	30	0xa3f97675ffb55c5f
-60000000000	-120000000000	30	0xa39319a8e18983a7
-60000000000	-110000000000	30	0xa39f9aac2d4d4d65
-60000000000	-100000000000	30	0xa315b2b404b382ad
-60000000000	-90000000000	30	0xbccb52cad54caad5
-60000000000	-80000000000	30	0xbcea4d4bfb4c7d53
-60000000000	-70000000000	30	0xbc606553d2b2b29b
-60000000000	-60000000000	30	0xbc6ce6571e767c59
-60000000000	-50000000000	30	0xbc06898a004aa3a1
-60000000000	-40000000000	30	0xb956d8cb550ab6e1
-60000000000	-30000000000	30	0xb969b7030a27291d
-60000000000	-20000000000	30	0xb9752556d7e2a7db
-60000000000	-10000000000	30	0xb9bf1d5eaf592807
-60000000000	0	30	0xb761fd602aa7557f
-60000000000	10000000000	30	0xb714f7e151e3d2a9
-60000000000	20000000000	30	0xb6dfcffc7d580871
-60000000000	30000000000	30	0xb6c70dadb49dd3b3
-60000000000	40000000000	30	0xb6ac3361ffa0190b
-60000000000	50000000000	30	0xb3fc6220aae00c4b
-60000000000	60000000000	30	0xb3c25cf9a0cc86f7
-60000000000	70000000000	30	0xb3ca8ff978081d31
-60000000000	80000000000	30	0xb241a7f405f687fd
-60000000000	90000000000	30	0xb275f8757fe2007f
-60000000000	100000000000	30	0xadbe580bfa097803
-60000000000	110000000000	30	0xac35700687f7e2cf
-60000000000	120000000000	30	0xac3da3065f337909
-60000000000	130000000000	30	0xac039ddf551ff3b5
-60000000000	140000000000	30	0xa953cc9e005fe6f5
-60000000000	150000000000	30	0xa938f2524b622c4d
-60000000000	160000000000	30	0xa920300382a7f78f
-60000000000	170000000000	30	0xa8eb081eae1c2d57
-60000000000	180000000000	30	0xa89e029fd558aa81
-50000000000	-180000000000	30	0xa80aaaa077d55555
-50000000000	-170000000000	30	0xa7a2ee0a7b0b0fff
-50000000000	-160000000000	30	0xa716430b0bf6c273
-50000000000	-150000000000	30	0xa0d3512a57008491
-50000000000	-140000000000	30	0xa122152687242951
-50000000000	-130000000000	30	0xa173406382317c05
-50000000000	-120000000000	30	0xa187517f0654d191
-50000000000	-110000000000	30	0xa247171f1eb3c767
-50000000000	-100000000000	30	0xa2f2ef4b2f1f1aab
-50000000000	-90000000000	30	0xbd4aaab532d55555
-50000000000	-80000000000	30	0xbd0d10b4d0e0e555
-50000000000	-70000000000	30	0xbdb8e8e0e14c3899
-50000000000	-60000000000	30	0xbe78ae80f9ab2e6f
-50000000000	-50000000000	30	0xbe8cbf9c7dce83fb
-50000000000	-40000000000	30	0xbeddead978dbd6af
-50000000000	-30000000000	30	0xbf2caed5a8ff7b6f
-50000000000	-20000000000	30	0xb8e9bcf4f4093d8d
-50000000000	-10000000000	30	0xb85d11f584f4f001
-50000000000	0	30	0xb7f5555f882aaaab
-50000000000	10000000000	30	0xb7b7ba1e2e5e5aab
-50000000000	20000000000	30	0xb642465e5ea69337
-50000000000	30000000000	30	0xb5d6042b0301d0c5
-50000000000	40000000000	30	0xb4361576d6647951
-50000000000	50000000000	30	0xb4674033d3712c05
-50000000000	60000000000	30	0xb482047e525585c5
-50000000000	70000000000	30	0xb313124a4be39623
-50000000000	80000000000	30	0xb2e7bb5f7a4a4fff
-50000000000	90000000000	30	0xb2a0000a9d7fffff
-50000000000	100000000000	30	0xad1844a085b5b001
-50000000000	110000000000	30	0xacecedb5b41c69dd
-50000000000	120000000000	30	0xab7dfb81adaa7a3b
-50000000000	130000000000	30	0xab98bfcc2c8ed3fb
-50000000000	140000000000	30	0xabc9ea89299b86af
-50000000000	150000000000	30	0xaa29fbd4fcfe2f3b
-50000000000	160000000000	30	0xa9bdb9a1a1596cc9
-50000000000	170000000000	30	0xa84845e1d1a1a555
-50000000000	180000000000	30	0xa80aaaa077d55555
-40000000000	-180000000000	30	0x72a0000a9d7fffff
-40000000000	-170000000000	30	0x72dfb1828ca2e74d
-40000000000	-160000000000	30	0x735b19d4fe8a27a5
-40000000000	-150000000000	30	0x74cbf2cad86420d5
-40000000000	-140000000000	30	0xa06ffaa76140b3d7
-40000000000	-130000000000	30	0xa03aaff62141f6d3
-40000000000	-120000000000	30	0x9f615d6032db8a2b
-40000000000	-110000000000	30	0x98b0f27e5461884f
-40000000000	-100000000000	30	0x98605a2d221849f7
-40000000000	-90000000000	30	0x97f5555f882aaaab
-40000000000	-80000000000	30	0x97caf0d7c9f2f359
-40000000000	-70000000000	30	0x960e4880fedf32e5
-40000000000	-60000000000	30	0x958be78a88313481
-40000000000	-50000000000	30	0xbfc55009debe092d
-40000000000	-40000000000	30	0xbf9005589ebf4c29
-40000000000	-30000000000	30	0x01deb7df9d716181
-40000000000	-20000000000	30	0x021a5cd5abcb62f1
-40000000000	-10000000000	30	0x028ae48798b7a21d
-40000000000	0	30	0x1d4aaab532d55555
-40000000000	10000000000	30	0x1d751b7867485de3
-40000000000	20000000000	30	0x1de5a32a54349d0f
-40000000000	30000000000	30	0x1e214820628e9e7f
-40000000000	40000000000	30	0xb56ffab33415e387
-40000000000	50000000000	30	0xb53aafe27414a683
-40000000000	60000000000	30	0x209ea29fcd2475d5
-40000000000	70000000000	30	0x274f0d81ab9e77b1
-40000000000	80000000000	30	0x279fa5d2dde7b609
-40000000000	90000000000	30	0x280aaaa077d55555
-40000000000	100000000000	30	0x28350f28360d0ca7
-40000000000	110000000000	30	0x29f1b77f0120cd1b
-40000000000	120000000000	30	0x2a74187577cecb7f
-40000000000	130000000000	30	0xaac5501d8beb597d
-40000000000	140000000000	30	0xaa90054ccbea1c79
-40000000000	150000000000	30	0x6b340d35279bdf2b
-40000000000	160000000000	30	0x6ca4e62b0175d85b
-40000000000	170000000000	30	0x6d204e7d735d18b3
-40000000000	180000000000	30	0x6d5ffff562800001
-30000000000	-180000000000	30	0x7275f8757fe2007f
-30000000000	-170000000000	30	0x724c8f2f06cfa1e9
-30000000000	-160000000000	30	0x738f8ba7216a02f1
-30000000000	-150000000000	30	0x745ed0c0d590b37f
-30000000000	-140000000000	30	0x7572b4dda528277d
-30000000000	-130000000000	30	0x9fc81e364f829d87
-30000000000	-120000000000	30	0x9ee17a3e7e3a1dd5
-30000000000	-110000000000	30	0x993021099ec0ad1b
-30000000000	-100000000000	30	0x99a725d1ac704a13
-30000000000	-90000000000	30	0x9761fd602aa7557f
-30000000000	-80000000000	30	0x971dce7b03dae0bd
-30000000000	-70000000000	30	0x969acbb3746b57b1
-30000000000	-60000000000	30	0x944b8495d4c4a72b
-30000000000	-50000000000	30	0x9522a08ce5787629
-30000000000	-40000000000	30	0x0067f598f02d332d
-30000000000	-30000000000	30	0x010bd1948091f67f
-30000000000	-20000000000	30	0x03da9ee2343e07a5
-30000000000	-10000000000	30	0x03099b7a569af4b9
-30000000000	0	30	0x1ccb52cad54caad5
-30000000000	10000000000	30	0x1cf66485a9650b47
-30000000000	20000000000	30	0x1c25611dcbc1f85b
-30000000000	30000000000	30	0x1ef42e6b7f6e0981
-30000000000	40000000000	30	0x1f980a670fd2ccd3
-30000000000	50000000000	30	0x2037e1c9b07d6279
-30000000000	60000000000	30	0x211e85c181c5e22b
-30000000000	70000000000	30	0x26cfdef6613f52e5
-30000000000	80000000000	30	0x2658da2e538fb5ed
-30000000000	90000000000	30	0x289e029fd558aa81
-30000000000	100000000000	30	0x28e23184fc251f43
-30000000000	110000000000	30	0x2965344c8b94a84f
-30000000000	120000000000	30	0x2bb47b6a2b3b58d5
-30000000000	130000000000	30	0x2add5f731a8789d7
-30000000000	140000000000	30	0x6a8d4b225ad7d883
-30000000000	150000000000	30	0x6ba12f3f2a6f4c81
-30000000000	160000000000	30	0x6c707458de95fd0f
-30000000000	170000000000	30	0x6db370d0f9305e17
-30000000000	180000000000	30	0x6d8a078a801dff81
-20000000000	-180000000000	30	0x71fd61d57e1e0027
-20000000000	-170000000000	30	0x7182f8d7d6ae4abd
-20000000000	-160000000000	30	0x715734330b6be1b1
-20000000000	-150000000000	30	0x7420afc2fe30d4f5
-20000000000	-140000000000	30	0x75e7f638267e1fd9
-20000000000	-130000000000	30	0x9e0d4cc2cdd4b533
-20000000000	-120000000000	30	0x9e9e0568559a2a4b
-20000000000	-110000000000	30	0x9bfc9ed8e0c14b1b
-20000000000	-100000000000	30	0x9a2d022d2c04e013
-20000000000	-90000000000	30	0x90a820802a0a0077
-20000000000	-80000000000	30	0x90d7ac8786af0ab9
-20000000000	-70000000000	30	0x915221765e6bf5a5
-20000000000	-60000000000	30	0x9475fac7ab2481a1
-20000000000	-50000000000	30	0x94a2a76d637f5f89
-20000000000	-40000000000	30	0x00b7e268772a0a9d
-20000000000	-30000000000	30	0x0134af92ff7180e1
-20000000000	-20000000000	30	0x040674624a3ea0f1
-20000000000	-10000000000	30	0x0487a98283fa5fe9
-20000000000	0	30	0x1b52cb2ad4b4aacd
-20000000000	10000000000	30	0x1b78567d7c05a017
-20000000000	20000000000	30	0x1bf98b9db5c15f0f
-20000000000	30000000000	30	0x1ecb506d008e7f1f
-20000000000	40000000000	30	0x1f481d9788d5f563
-20000000000	50000000000	30	0x21f2b33d322b4acd
-20000000000	60000000000	30	0x2161fa97aa65d5b5
-20000000000	70000000000	30	0x240361271f3eb4e5
-20000000000	80000000000	30	0x25d2fdd2d3fb1fed
-20000000000	90000000000	30	0x2f57df7fd5f5ff89
-20000000000	100000000000	30	0x2f2853787950f547
-20000000000	110000000000	30	0x2eadde89a1940a5b
-20000000000	120000000000	30	0x2b8a053854db7e5f
-20000000000	130000000000	30	0x2b5d58929c80a077
-20000000000	140000000000	30	0x6a1809c7d981e027
-20000000000	150000000000	30	0x6bdf503d01cf2b0b
-20000000000	160000000000	30	0x6ea8cbccf4941e4f
-20000000000	170000000000	30	0x6e7d07282951b543
-20000000000	180000000000	30	0x6e029e2a81e1ffd9
-10000000000	-180000000000	30	0x702a82078757dff7
-10000000000	-170000000000	30	0x70551bf251525d91
-10000000000	-160000000000	30	0x71282087039e7fc7
-10000000000	-150000000000	30	0x76e17ac728169d01
-10000000000	-140000000000	30	0x7637d7c0e8fd7e01
-10000000000	-130000000000	30	0x9d98786a4657d5ff
-10000000000	-120000000000	30	0x9c5ed03dd2b932ff
-10000000000	-110000000000	30	0x9b829e2cf975d53d
-10000000000	-100000000000	30	0x9affa419aea8f33b
-10000000000	-90000000000	30	0x907f8757d6029fe3
-10000000000	-80000000000	30	0x90550eb704031891
-10000000000	-70000000000	30	0x9178758253cb7f97
-10000000000	-60000000000	30	0x93b47a967d43d855
-10000000000	-50000000000	30	0x93228294edad2b55
-10000000000	-40000000000	30	0x0772d2c1bcf87f55
-10000000000	-30000000000	30	0x06f42f9378138855
-10000000000	-20000000000	30	0x042d34d656df2a93
-10000000000	-10000000000	30	0x05004ea3040649c5
-10000000000	0	30	0x1ad52cad2cad354d
-10000000000	10000000000	30	0x1affb15cfbf9b63b
-10000000000	20000000000	30	0x1bd2cb29a920d56d
-10000000000	30000000000	30	0x190bd06c87ec77ab
-10000000000	40000000000	30	0x188d2d3e430780ab
-10000000000	50000000000	30	0x22678795b9a82a01
-10000000000	60000000000	30	0x23a12fc22d46cd01
-10000000000	70000000000	30	0x247d61d3068a2ac3
-10000000000	80000000000	30	0x25005be651570cc5
-10000000000	90000000000	30	0x2f8078a829fd601d
-10000000000	100000000000	30	0x2faaf148fbfce76f
-10000000000	110000000000	30	0x2e878a7dac348069
-10000000000	120000000000	30	0x2c4b856982bc27ab
-10000000000	130000000000	30	0x2cdd7d6b1252d4ab
-10000000000	140000000000	30	0x69c8283f170281ff
-10000000000	150000000000	30	0x691e8538d7e962ff
-10000000000	160000000000	30	0x6ed7df78fc618039
-10000000000	170000000000	30	0x6faae40daeada26f
-10000000000	180000000000	30	0x6fd57df878a82009
0	-180000000000	30	0x7000000000000001
0	-170000000000	30	0x707f8757d6029fe3
0	-160000000000	30	0x70a820802a0a0077
0	-150000000000	30	0x7761fd602aa7557f
0	-140000000000	30	0x77f5555f882aaaab
0	-130000000000	30	0x9d4aaab532d55555
0	-120000000000	30	0x9ccb52cad54caad5
0	-110000000000	30	0x9b52cb2ad4b4aacd
0	-100000000000	30	0x9ad52cad2cad354d
0	-90000000000	30	0x9000000000000001
0	-80000000000	30	0x902a82078757dff7
0	-70000000000	30	0x91fd61d57e1e0027
0	-60000000000	30	0x9275f8757fe2007f
0	-50000000000	30	0x92a0000a9d7fffff
0	-40000000000	30	0x080aaaa077d55555
0	-30000000000	30	0x089e029fd558aa81
0	-20000000000	30	0x0f57df7fd5f5ff89
0	-10000000000	30	0x0f8078a829fd601d
0	0	30	0x1000000000000001
0	10000000000	30	0x107f8757d6029fe3
0	20000000000	30	0x10a820802a0a0077
0	30000000000	30	0x1761fd602aa7557f
0	40000000000	30	0x17f5555f882aaaab
0	50000000000	30	0x3d4aaab532d55555
0	60000000000	30	0x3ccb52cad54caad5
0	70000000000	30	0x3b52cb2ad4b4aacd
0	80000000000	30	0x3ad52cad2cad354d
0	90000000000	30	0x3000000000000001
0	100000000000	30	0x302a82078757dff7
0	110000000000	30	0x31fd61d57e1e0027
0	120000000000	30	0x3275f8757fe2007f
0	130000000000	30	0x32a0000a9d7fffff
0	140000000000	30	0x680aaaa077d55555
0	150000000000	30	0x689e029fd558aa81
0	160000000000	30	0x6f57df7fd5f5ff89
0	170000000000	30	0x6f8078a829fd601d
0	180000000000	30	0x6fffffffffffffff
10000000000	-180000000000	30	0x7ad52cad2cad354d
10000000000	-170000000000	30	0x7affb15cfbf9b63b
10000000000	-160000000000	30	0x7bd2cb29a920d56d
10000000000	-150000000000	30	0x790bd06c87ec77ab
10000000000	-140000000000	30	0x788d2d3e430780ab
10000000000	-130000000000	30	0x82678795b9a82a01
10000000000	-120000000000	30	0x83a12fc22d46cd01
10000000000	-110000000000	30	0x847d61d3068a2ac3
10000000000	-100000000000	30	0x85005be651570cc5
10000000000	-90000000000	30	0x8f8078a829fd601d
10000000000	-80000000000	30	0x8faaf148fbfce76f
10000000000	-70000000000	30	0x8e878a7dac348069
10000000000	-60000000000	30	0x8c4b856982bc27ab
10000000000	-50000000000	30	0x8cdd7d6b1252d4ab
10000000000	-40000000000	30	0x09c8283f170281ff
10000000000	-30000000000	30	0x091e8538d7e962ff
10000000000	-20000000000	30	0x0ed7df78fc618039
10000000000	-10000000000	30	0x0faae40daeada26f
10000000000	0	30	0x102a82078757dff7
10000000000	10000000000	30	0x10551bf251525d91
10000000000	20000000000	30	0x11282087039e7fc7
10000000000	30000000000	30	0x16e17ac728169d01
10000000000	40000000000	30	0x1637d7c0e8fd7e01
10000000000	50000000000	30	0x3d98786a4657d5ff
10000000000	60000000000	30	0x3c5ed03dd2b932ff
10000000000	70000000000	30	0x3b829e2cf975d53d
10000000000	80000000000	30	0x3affa419aea8f33b
10000000000	90000000000	30	0x307f8757d6029fe3
10000000000	100000000000	30	0x30550eb704031891
10000000000	110000000000	30	0x3178758253cb7f97
10000000000	120000000000	30	0x33b47a967d43d855
10000000000	130000000000	30	0x33228294edad2b55
10000000000	140000000000	30	0x6772d2c1bcf87f55
10000000000	150000000000	30	0x66f42f9378138855
10000000000	160000000000	30	0x642d34d656df2a93
10000000000	170000000000	30	0x65004ea3040649c5
10000000000	180000000000	30	0x652ad352d352cab3
20000000000	-180000000000	30	0x7b52cb2ad4b4aacd
20000000000	-170000000000	30	0x7b78567d7c05a017
20000000000	-160000000000	30	0x7bf98b9db5c15f0f
20000000000	-150000000000	30	0x7ecb506d008e7f1f
